X,Y
1.2157782726,3.64695862532
0.683416888118,4.04608734648
-0.131363571621,4.33638739857
-0.262830141,4.46700882466
-0.532258577645,4.60489452252
-1.07111550774,4.88066587286
-1.19608685281,5.13464436878
-1.60997251142,5.1564371628
-2.02385820262,5.17822995849
-2.450734457,4.95330860466
-2.74614410847,4.59776595171
-3.04804909602,4.11886629122
-2.81759238802,3.24083822727
-2.02229759004,2.58046680441
-1.86484970246,2.94327373165
-1.00460182317,3.51647329621
-0.860144645907,3.6325661017
-0.709192173555,3.87201604177
-0.56473501306,3.98810886836
-0.413782568648,4.22755883803
-0.269325424917,4.34365168563
-0.118373006582,4.58310168484
-0.408848938532,6.94868005125
0.844234799035,9.72778132203
1.92038431019,11.7740049783
3.10201935936,13.1961794957
3.41691305116,13.9217949892
3.9882451836,14.2628109153
4.1327019548,14.3789042292
4.27066372242,14.3716402806
4.27066372242,14.3716402806
4.27066372242,14.3716402806
4.40862549003,14.3643763321
4.27066372242,14.3716402806
4.26416872628,14.2482830098
4.25767372735,14.124925739
4.25117872376,14.0015684685
4.25117872376,14.0015684685
4.25117872376,14.0015684685
4.25117872376,14.0015684685
4.25117872376,14.0015684685
4.25767372735,14.124925739
4.25767372735,14.124925739
4.25767372735,14.124925739
4.39563549403,14.1176617824
4.40213049389,14.2410190572
4.40213049389,14.2410190572
4.39563549403,14.1176617824
4.40213049389,14.2410190572
4.40213049389,14.2410190572
4.40213049389,14.2410190572
4.40862549003,14.3643763321
4.40862549003,14.3643763321
4.40862549003,14.3643763321
4.54658725206,14.3571123838
4.55308224447,14.480469663
4.54658725206,14.3571123838
4.54658725206,14.3571123838
4.53359725606,14.1103978261
4.65856900439,13.856419305
4.79003574699,13.7257980549
4.79003574699,13.7257980549
4.78354073223,13.6024407688
4.92150248215,13.5951767971
4.91500746459,13.4718195072
4.91500746459,13.4718195072
4.90851244144,13.3484622176
4.90851244144,13.3484622176
4.90201741643,13.225104928
4.90201741643,13.225104928
5.03997916263,13.2178409444
5.17144587636,13.0872196636
5.17144587636,13.0872196636
5.30291258264,12.9565983752
5.30291258264,12.9565983752
5.43437927961,12.8259770792
5.5593509255,12.5719984668
5.92127560638,11.5633479008
6.57860871498,10.910241038
7.24893185496,10.503848699
7.91275974829,9.97409886881
8.28767391108,9.21216229995
8.80054954253,8.44296146839
9.31342497561,7.67376045397
9.83279542159,7.02791668949
10.082737756,6.51995858972
10.3326800158,6.01200042947
10.4511558721,5.63466387571
10.8260690412,4.87272646587
11.0565251894,3.99469571086
10.8666011458,3.0151002655
10.8341244785,2.39831295353
10.7886569938,1.53481072464
11.3080263184,0.888965968828
11.6894339556,0.250385443156
11.6634523077,-0.243044502567
11.7819275651,-0.620381370914
11.6374706021,-0.736474445264
11.8939073402,-1.12107575411
11.8809164427,-1.36779073928
11.8744209893,-1.49114823152
11.8679255322,-1.61450572358
11.9993915912,-1.74512766214
11.9993915912,-1.74512766214
11.9928961266,-1.86848515784
11.9928961266,-1.86848515784
11.9928961266,-1.86848515784
11.9799051872,-2.11520014872
11.9734097105,-2.23855764398
11.9734097105,-2.23855764398
11.9864006592,-1.99184265343
11.8614300713,-1.7378632155
11.8744209893,-1.49114823152
11.7689366974,-0.86709634951
11.8338908926,0.366478551237
11.5969401682,1.12115221028
11.4979508389,1.86856144949
11.5174368965,2.23863389404
11.5369229214,2.60870634034
11.549913587,2.85542130549
11.549913587,2.85542130549
11.5564089138,2.97877878827
11.4184473678,2.98604308334
11.4184473678,2.98604308334
11.4249426909,3.10940056236
11.4249426909,3.10940056236
11.4314380111,3.23275804162
11.5758948745,3.34885123794
11.5823901873,3.47220872159
11.7268470414,3.58830193055
11.8713038862,3.704395148
12.0157607282,3.82048837366
12.1602175608,3.93658160791
12.1667128569,4.05993910847
12.1732081482,4.18329660926
12.0482371887,4.43727585752
12.0547324698,4.56063335494
12.0612277482,4.68399085238
12.0677230218,4.80734835018
11.9232662069,4.69125509082
12.1861987226,4.4300116114
12.3111696793,4.17603235526
12.1797034377,4.30665411029
12.4686170621,4.53884062919
12.5010934183,5.15562817891
12.5010934183,5.15562817891
12.5140839349,5.40234320011
12.2251703581,5.17015662242
11.8372667553,5.68537925216
11.9947140226,6.04818753205
12.0271901591,6.66497501289
11.7642574944,6.92621833918
11.3438776108,6.82465336288
11.205916048,6.83191753406
11.3373823958,6.70129588625
11.4948295923,7.0641041538
11.3633632362,7.19472579399
11.3698584372,7.31808327141
11.3763536345,7.44144074904
11.2448872644,7.57206237395
11.113420886,7.70268399129
10.8569832826,8.08728466544
10.6200311137,8.84195766016
10.3635933809,9.22655822057
10.1071555987,9.61115873518
9.96919399314,9.61842282003
10.0616895817,8.74765665433
10.2126414888,8.98710742898
10.5145452535,9.46600902922
10.6330214161,9.08867257196
10.4885646775,8.97257922014
10.482069524,8.84922176835
10.4755743677,8.72586431674
10.6070407964,8.59524274914
10.6070407964,8.59524274914
10.6005456327,8.47188529387
10.6005456327,8.47188529387
10.6005456327,8.47188529387
10.7320120493,8.34126371489
10.5875552939,8.22517038396
10.581060119,8.10181292929
10.581060119,8.10181292929
10.5745649412,7.97845547489
10.430108171,7.86236216087
10.5615745736,7.73174056649
10.4171177968,7.61564726089
10.4106226051,7.4922898112
10.5420889957,7.3616682053
10.5355937956,7.23831075197
10.667060175,7.10768913475
10.5226033861,6.99159584584
10.6475745421,6.73761676432
10.6345841028,6.49090185168
10.6215936486,6.24418693976
10.4706416009,6.00473622896
10.3391752513,6.13535787689
10.1947184289,6.01926463007
9.90580476355,5.78707816167
9.47243421152,5.43879852217
9.1770252157,5.08325472398
8.88161617424,4.72771097659
8.73715927731,4.61161782217
8.46773130074,4.74950371718
8.33626494184,4.88012535352
8.1853127582,4.64067482681
8.17232219689,4.39396005741
8.00188409258,3.78443741705
7.98239817005,3.41436527926
7.81845525093,2.92820007281
7.78597857151,2.31141320412
